Number,Date,End Time,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,net(kW-H)-1,net(kW-H)-2,net(kW-H)-3,net(kW-H)-5,Net kW-H,Counts
,,,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,0,7.409,68.628,32.506,108.543,1060
16651,7/28/2016,10:25:00,121.209,11.99,10:21:28,6.78,0.041,0.648,10:21:28,0.492,1.076,0.87,0.525,121.209,11.99,10:21:28,6.78,0.041,0.648,10:21:28,0.492,1.076,0.87,0.525,121.209,11.99,10:21:28,6.78,0.041,0.648,10:21:28,0.492,1.076,0.87,0.525,6.78,0.041,0.648,10:21:28,0.492,0,0.002,0.076,0.041,0.119,1
16652,7/28/2016,10:30:00,121.344,12.03,10:29:01,6.72,0.042,0.624,10:29:01,0.499,1.072,0.86,0.529,121.344,12.03,10:29:01,6.72,0.042,0.624,10:29:01,0.499,1.072,0.86,0.529,121.344,12.03,10:29:01,6.72,0.042,0.624,10:29:01,0.499,1.072,0.86,0.529,6.72,0.042,0.624,10:29:01,0.499,0,0.003,0.075,0.042,0.12,1
16653,7/28/2016,10:35:00,121.281,12.02,10:31:55,6.97,0.04,0.62,10:31:55,0.478,1.093,0.87,0.52,121.281,12.02,10:31:55,6.97,0.04,0.62,10:31:55,0.478,1.093,0.87,0.52,121.281,12.02,10:31:55,6.97,0.04,0.62,10:31:55,0.478,1.093,0.87,0.52,6.97,0.04,0.62,10:31:55,0.478,0,0,0.077,0.04,0.117,1
16654,7/28/2016,10:40:00,121.342,11.99,10:37:55,7.14,0.039,0.621,10:37:55,0.469,1.109,0.88,0.517,121.342,11.99,10:37:55,7.14,0.039,0.621,10:37:55,0.469,1.109,0.88,0.517,121.342,11.99,10:37:55,7.14,0.039,0.621,10:37:55,0.469,1.109,0.88,0.517,7.14,0.039,0.621,10:37:55,0.469,0,0,0.079,0.039,0.118,1
16655,7/28/2016,10:45:00,121.235,11.99,10:43:38,6.36,0.043,0.68,10:43:38,0.512,1.036,0.85,0.539,121.235,11.99,10:43:38,6.36,0.043,0.68,10:43:38,0.512,1.036,0.85,0.539,121.235,11.99,10:43:38,6.36,0.043,0.68,10:43:38,0.512,1.036,0.85,0.539,6.36,0.043,0.68,10:43:38,0.512,0,0.006,0.071,0.043,0.12,1
16656,7/28/2016,10:50:00,121.052,11.98,10:49:08,6.47,0.042,1.207,10:49:08,0.502,1.043,0.85,0.532,121.052,11.98,10:49:08,6.47,0.042,1.207,10:49:08,0.502,1.043,0.85,0.532,121.052,11.98,10:49:08,6.47,0.042,1.207,10:49:08,0.502,1.043,0.85,0.532,6.47,0.042,1.207,10:49:08,0.502,0,0.005,0.072,0.042,0.119,1
16657,7/28/2016,10:55:00,121.177,11.98,10:54:40,6.41,0.042,1.356,10:54:40,0.504,1.039,0.85,0.536,121.177,11.98,10:54:40,6.41,0.042,1.356,10:54:40,0.504,1.039,0.85,0.536,121.177,11.98,10:54:40,6.41,0.042,1.356,10:54:40,0.504,1.039,0.85,0.536,6.41,0.042,1.356,10:54:40,0.504,0,0.005,0.072,0.042,0.119,1
16658,7/28/2016,11:00:00,121.159,11.98,10:58:09,6.61,0.041,0.623,10:58:09,0.493,1.058,0.86,0.529,121.159,11.98,10:58:09,6.61,0.041,0.623,10:58:09,0.493,1.058,0.86,0.529,121.159,11.98,10:58:09,6.61,0.041,0.623,10:58:09,0.493,1.058,0.86,0.529,6.61,0.041,0.623,10:58:09,0.493,0,0.004,0.074,0.041,0.119,1
16659,7/28/2016,11:05:00,121.083,11.97,11:00:17,6.86,0.04,0.771,11:00:17,0.479,1.08,0.87,0.52,121.083,11.97,11:00:17,6.86,0.04,0.771,11:00:17,0.479,1.08,0.87,0.52,121.083,11.97,11:00:17,6.86,0.04,0.771,11:00:17,0.479,1.08,0.87,0.52,6.86,0.04,0.771,11:00:17,0.479,0,0.002,0.076,0.04,0.118,1
16660,7/28/2016,11:10:00,120.898,11.97,11:05:52,6.45,0.042,0.614,11:05:52,0.5,1.04,0.85,0.531,120.898,11.97,11:05:52,6.45,0.042,0.614,11:05:52,0.5,1.04,0.85,0.531,120.898,11.97,11:05:52,6.45,0.042,0.614,11:05:52,0.5,1.04,0.85,0.531,6.45,0.042,0.614,11:05:52,0.5,0,0.005,0.072,0.042,0.119,1
16661,7/28/2016,11:15:00,120.887,11.96,11:10:17,6.68,0.04,0.61,11:10:17,0.484,1.061,0.86,0.524,120.887,11.96,11:10:17,6.68,0.04,0.61,11:10:17,0.484,1.061,0.86,0.524,120.887,11.96,11:10:17,6.68,0.04,0.61,11:10:17,0.484,1.061,0.86,0.524,6.68,0.04,0.61,11:10:17,0.484,0,0.003,0.074,0.04,0.117,1
16662,7/28/2016,11:20:00,120.953,11.97,11:18:48,6.48,0.042,0.616,11:18:48,0.501,1.043,0.85,0.531,120.953,11.97,11:18:48,6.48,0.042,0.616,11:18:48,0.501,1.043,0.85,0.531,120.953,11.97,11:18:48,6.48,0.042,0.616,11:18:48,0.501,1.043,0.85,0.531,6.48,0.042,0.616,11:18:48,0.501,0,0.004,0.072,0.042,0.118,1
16663,7/28/2016,11:25:00,120.869,11.96,11:22:16,6.73,0.041,0.629,11:22:16,0.489,1.066,0.86,0.523,120.869,11.96,11:22:16,6.73,0.041,0.629,11:22:16,0.489,1.066,0.86,0.523,120.869,11.96,11:22:16,6.73,0.041,0.629,11:22:16,0.489,1.066,0.86,0.523,6.73,0.041,0.629,11:22:16,0.489,0,0.003,0.075,0.041,0.119,1
16664,7/28/2016,11:30:00,120.7,11.96,11:27:44,6.42,0.042,0.687,11:27:44,0.504,1.035,0.85,0.53,120.7,11.96,11:27:44,6.42,0.042,0.687,11:27:44,0.504,1.035,0.85,0.53,120.7,11.96,11:27:44,6.42,0.042,0.687,11:27:44,0.504,1.035,0.85,0.53,6.42,0.042,0.687,11:27:44,0.504,0,0.005,0.071,0.042,0.118,1
16665,7/28/2016,11:35:00,120.736,11.96,11:32:59,6.64,0.041,1.292,11:32:59,0.492,1.056,0.86,0.524,120.736,11.96,11:32:59,6.64,0.041,1.292,11:32:59,0.492,1.056,0.86,0.524,120.736,11.96,11:32:59,6.64,0.041,1.292,11:32:59,0.492,1.056,0.86,0.524,6.64,0.041,1.292,11:32:59,0.492,0,0.003,0.074,0.041,0.118,1
16666,7/28/2016,11:40:00,120.588,11.93,11:38:32,6.35,0.042,1.08,11:38:32,0.502,1.027,0.85,0.531,120.588,11.93,11:38:32,6.35,0.042,1.08,11:38:32,0.502,1.027,0.85,0.531,120.588,11.93,11:38:32,6.35,0.042,1.08,11:38:32,0.502,1.027,0.85,0.531,6.35,0.042,1.08,11:38:32,0.502,0,0.005,0.071,0.042,0.118,1
16667,7/28/2016,11:45:00,120.475,11.93,11:44:10,6.03,0.043,0.801,11:44:10,0.52,0.996,0.83,0.539,120.475,11.93,11:44:10,6.03,0.043,0.801,11:44:10,0.52,0.996,0.83,0.539,120.475,11.93,11:44:10,6.03,0.043,0.801,11:44:10,0.52,0.996,0.83,0.539,6.03,0.043,0.801,11:44:10,0.52,0,0.007,0.067,0.043,0.117,1
16668,7/28/2016,11:50:00,120.398,11.94,11:48:54,5.85,0.044,0.611,11:48:54,0.534,0.98,0.82,0.544,120.398,11.94,11:48:54,5.85,0.044,0.611,11:48:54,0.534,0.98,0.82,0.544,120.398,11.94,11:48:54,5.85,0.044,0.611,11:48:54,0.534,0.98,0.82,0.544,5.85,0.044,0.611,11:48:54,0.534,0,0.009,0.066,0.044,0.119,1
16669,7/28/2016,11:55:00,120.484,11.95,11:52:55,6.4,0.042,0.614,11:52:55,0.506,1.032,0.85,0.529,120.484,11.95,11:52:55,6.4,0.042,0.614,11:52:55,0.506,1.032,0.85,0.529,120.484,11.95,11:52:55,6.4,0.042,0.614,11:52:55,0.506,1.032,0.85,0.529,6.4,0.042,0.614,11:52:55,0.506,0,0.005,0.071,0.042,0.118,1
16670,7/28/2016,12:00:00,120.299,11.95,11:57:06,6.67,0.04,0.61,11:57:06,0.485,1.055,0.86,0.518,120.299,11.95,11:57:06,6.67,0.04,0.61,11:57:06,0.485,1.055,0.86,0.518,120.299,11.95,11:57:06,6.67,0.04,0.61,11:57:06,0.485,1.055,0.86,0.518,6.67,0.04,0.61,11:57:06,0.485,0,0.003,0.074,0.04,0.117,1
16671,7/28/2016,12:05:00,120.216,11.94,12:00:24,6.55,0.041,0.608,12:00:24,0.49,1.042,0.86,0.521,120.216,11.94,12:00:24,6.55,0.041,0.608,12:00:24,0.49,1.042,0.86,0.521,120.216,11.94,12:00:24,6.55,0.041,0.608,12:00:24,0.49,1.042,0.86,0.521,6.55,0.041,0.608,12:00:24,0.49,0,0.003,0.073,0.041,0.117,1
16672,7/28/2016,12:10:00,120.364,11.96,12:06:41,6.34,0.042,0.65,12:06:41,0.508,1.025,0.85,0.529,120.364,11.96,12:06:41,6.34,0.042,0.65,12:06:41,0.508,1.025,0.85,0.529,120.364,11.96,12:06:41,6.34,0.042,0.65,12:06:41,0.508,1.025,0.85,0.529,6.34,0.042,0.65,12:06:41,0.508,0,0.005,0.071,0.042,0.118,1
16673,7/28/2016,12:15:00,120.167,11.91,12:12:12,6.43,0.042,1.048,12:12:12,0.502,1.031,0.85,0.523,120.167,11.91,12:12:12,6.43,0.042,1.048,12:12:12,0.502,1.031,0.85,0.523,120.167,11.91,12:12:12,6.43,0.042,1.048,12:12:12,0.502,1.031,0.85,0.523,6.43,0.042,1.048,12:12:12,0.502,0,0.005,0.071,0.042,0.118,1
16674,7/28/2016,12:20:00,120.026,11.9,12:17:32,6.53,0.041,1.336,12:17:32,0.492,1.038,0.86,0.519,120.026,11.9,12:17:32,6.53,0.041,1.336,12:17:32,0.492,1.038,0.86,0.519,120.026,11.9,12:17:32,6.53,0.041,1.336,12:17:32,0.492,1.038,0.86,0.519,6.53,0.041,1.336,12:17:32,0.492,0,0.004,0.072,0.041,0.117,1
16675,7/28/2016,12:25:00,120.218,11.94,12:22:52,6.78,0.04,1.106,12:22:52,0.479,1.063,0.87,0.514,120.218,11.94,12:22:52,6.78,0.04,1.106,12:22:52,0.479,1.063,0.87,0.514,120.218,11.94,12:22:52,6.78,0.04,1.106,12:22:52,0.479,1.063,0.87,0.514,6.78,0.04,1.106,12:22:52,0.479,0,0.002,0.075,0.04,0.117,1
16676,7/28/2016,12:30:00,120.277,11.9,12:28:19,6.59,0.041,0.627,12:28:19,0.491,1.047,0.86,0.52,120.277,11.9,12:28:19,6.59,0.041,0.627,12:28:19,0.491,1.047,0.86,0.52,120.277,11.9,12:28:19,6.59,0.041,0.627,12:28:19,0.491,1.047,0.86,0.52,6.59,0.041,0.627,12:28:19,0.491,0,0.003,0.073,0.041,0.117,1
16677,7/28/2016,12:35:00,120.227,11.96,12:34:29,5.92,0.044,-0.722,12:34:29,0.524,0.981,0.83,0.535,120.227,11.96,12:34:29,5.92,0.044,-0.722,12:34:29,0.524,0.981,0.83,0.535,120.227,11.96,12:34:29,5.92,0.044,-0.722,12:34:29,0.524,0.981,0.83,0.535,5.92,0.044,-0.722,12:34:29,0.524,0,0.008,0.066,0.044,0.118,1
16678,7/28/2016,12:40:00,120.152,11.92,12:38:13,5.74,0.045,0.612,12:38:13,0.539,0.966,0.82,0.544,120.152,11.92,12:38:13,5.74,0.045,0.612,12:38:13,0.539,0.966,0.82,0.544,120.152,11.92,12:38:13,5.74,0.045,0.612,12:38:13,0.539,0.966,0.82,0.544,5.74,0.045,0.612,12:38:13,0.539,0,0.01,0.064,0.045,0.119,1
16679,7/28/2016,12:45:00,120.403,11.91,12:43:36,6.53,0.042,0.616,12:43:36,0.498,1.042,0.86,0.524,120.403,11.91,12:43:36,6.53,0.042,0.616,12:43:36,0.498,1.042,0.86,0.524,120.403,11.91,12:43:36,6.53,0.042,0.616,12:43:36,0.498,1.042,0.86,0.524,6.53,0.042,0.616,12:43:36,0.498,0,0.004,0.072,0.042,0.118,1
16680,7/28/2016,12:50:00,120.642,11.94,12:45:02,6.6,0.041,0.613,12:45:02,0.493,1.052,0.86,0.525,120.642,11.94,12:45:02,6.6,0.041,0.613,12:45:02,0.493,1.052,0.86,0.525,120.642,11.94,12:45:02,6.6,0.041,0.613,12:45:02,0.493,1.052,0.86,0.525,6.6,0.041,0.613,12:45:02,0.493,0,0.003,0.073,0.041,0.117,1
16681,7/28/2016,12:55:00,120.67,11.94,12:51:21,6.42,0.042,0.766,12:51:21,0.503,1.035,0.85,0.53,120.67,11.94,12:51:21,6.42,0.042,0.766,12:51:21,0.503,1.035,0.85,0.53,120.67,11.94,12:51:21,6.42,0.042,0.766,12:51:21,0.503,1.035,0.85,0.53,6.42,0.042,0.766,12:51:21,0.503,0,0.005,0.071,0.042,0.118,1
16682,7/28/2016,13:00:00,120.622,11.94,12:56:43,6.65,0.041,1.025,12:56:43,0.486,1.055,0.86,0.522,120.622,11.94,12:56:43,6.65,0.041,1.025,12:56:43,0.486,1.055,0.86,0.522,120.622,11.94,12:56:43,6.65,0.041,1.025,12:56:43,0.486,1.055,0.86,0.522,6.65,0.041,1.025,12:56:43,0.486,0,0.003,0.074,0.041,0.118,1
16683,7/28/2016,13:05:00,120.512,11.93,13:02:19,6.72,0.04,1.279,13:02:19,0.481,1.061,0.86,0.519,120.512,11.93,13:02:19,6.72,0.04,1.279,13:02:19,0.481,1.061,0.86,0.519,120.512,11.93,13:02:19,6.72,0.04,1.279,13:02:19,0.481,1.061,0.86,0.519,6.72,0.04,1.279,13:02:19,0.481,0,0.002,0.074,0.04,0.116,1
16684,7/28/2016,13:10:00,120.347,11.93,13:08:34,6.3,0.042,0.814,13:08:34,0.504,1.02,0.85,0.529,120.347,11.93,13:08:34,6.3,0.042,0.814,13:08:34,0.504,1.02,0.85,0.529,120.347,11.93,13:08:34,6.3,0.042,0.814,13:08:34,0.504,1.02,0.85,0.529,6.3,0.042,0.814,13:08:34,0.504,0,0.005,0.07,0.042,0.117,1
16685,7/28/2016,13:15:00,120.367,11.92,13:13:48,5.45,0.046,0.611,13:13:48,0.554,0.941,0.8,0.555,120.367,11.92,13:13:48,5.45,0.046,0.611,13:13:48,0.554,0.941,0.8,0.555,120.367,11.92,13:13:48,5.45,0.046,0.611,13:13:48,0.554,0.941,0.8,0.555,5.45,0.046,0.611,13:13:48,0.554,0,0.012,0.062,0.046,0.12,1
16686,7/28/2016,13:20:00,120.451,11.92,13:17:42,5.65,0.045,0.613,13:17:42,0.545,0.961,0.81,0.55,120.451,11.92,13:17:42,5.65,0.045,0.613,13:17:42,0.545,0.961,0.81,0.55,120.451,11.92,13:17:42,5.65,0.045,0.613,13:17:42,0.545,0.961,0.81,0.55,5.65,0.045,0.613,13:17:42,0.545,0,0.01,0.064,0.045,0.119,1
16687,7/28/2016,13:25:00,120.305,11.94,13:22:19,6.66,0.041,0.609,13:22:19,0.488,1.054,0.86,0.52,120.305,11.94,13:22:19,6.66,0.041,0.609,13:22:19,0.488,1.054,0.86,0.52,120.305,11.94,13:22:19,6.66,0.041,0.609,13:22:19,0.488,1.054,0.86,0.52,6.66,0.041,0.609,13:22:19,0.488,0,0.003,0.074,0.041,0.118,1
16688,7/28/2016,13:30:00,120.383,11.94,13:29:35,6.22,0.043,0.612,13:29:35,0.514,1.014,0.84,0.533,120.383,11.94,13:29:35,6.22,0.043,0.612,13:29:35,0.514,1.014,0.84,0.533,120.383,11.94,13:29:35,6.22,0.043,0.612,13:29:35,0.514,1.014,0.84,0.533,6.22,0.043,0.612,13:29:35,0.514,0,0.006,0.069,0.043,0.118,1
16689,7/28/2016,13:35:00,120.371,11.93,13:31:36,6.7,0.04,0.655,13:31:36,0.484,1.057,0.86,0.518,120.371,11.93,13:31:36,6.7,0.04,0.655,13:31:36,0.484,1.057,0.86,0.518,120.371,11.93,13:31:36,6.7,0.04,0.655,13:31:36,0.484,1.057,0.86,0.518,6.7,0.04,0.655,13:31:36,0.484,0,0.002,0.074,0.04,0.116,1
16690,7/28/2016,13:40:00,120.311,11.92,13:37:07,6.67,0.04,1.221,13:37:07,0.485,1.054,0.86,0.518,120.311,11.92,13:37:07,6.67,0.04,1.221,13:37:07,0.485,1.054,0.86,0.518,120.311,11.92,13:37:07,6.67,0.04,1.221,13:37:07,0.485,1.054,0.86,0.518,6.67,0.04,1.221,13:37:07,0.485,0,0.003,0.074,0.04,0.117,1
16691,7/28/2016,13:45:00,120.241,11.92,13:42:55,6.77,0.04,1.322,13:42:55,0.478,1.063,0.87,0.515,120.241,11.92,13:42:55,6.77,0.04,1.322,13:42:55,0.478,1.063,0.87,0.515,120.241,11.92,13:42:55,6.77,0.04,1.322,13:42:55,0.478,1.063,0.87,0.515,6.77,0.04,1.322,13:42:55,0.478,0,0.002,0.075,0.04,0.117,1
16692,7/28/2016,13:50:00,120.213,11.9,13:48:57,5.83,0.044,1.079,13:48:57,0.529,0.974,0.82,0.543,120.213,11.9,13:48:57,5.83,0.044,1.079,13:48:57,0.529,0.974,0.82,0.543,120.213,11.9,13:48:57,5.83,0.044,1.079,13:48:57,0.529,0.974,0.82,0.543,5.83,0.044,1.079,13:48:57,0.529,0,0.009,0.065,0.044,0.118,1
16693,7/28/2016,13:55:00,120.125,11.9,13:54:50,5.44,0.046,0.79,13:54:50,0.55,0.937,0.8,0.553,120.125,11.9,13:54:50,5.44,0.046,0.79,13:54:50,0.55,0.937,0.8,0.553,120.125,11.9,13:54:50,5.44,0.046,0.79,13:54:50,0.55,0.937,0.8,0.553,5.44,0.046,0.79,13:54:50,0.55,0,0.012,0.061,0.046,0.119,1
16694,7/28/2016,14:00:00,120.021,11.9,13:56:59,6.54,0.041,0.609,13:56:59,0.491,1.038,0.86,0.519,120.021,11.9,13:56:59,6.54,0.041,0.609,13:56:59,0.491,1.038,0.86,0.519,120.021,11.9,13:56:59,6.54,0.041,0.609,13:56:59,0.491,1.038,0.86,0.519,6.54,0.041,0.609,13:56:59,0.491,0,0.004,0.072,0.041,0.117,1
16695,7/28/2016,14:05:00,120.043,11.9,14:04:21,6.9,0.039,0.609,14:04:21,0.471,1.072,0.87,0.509,120.043,11.9,14:04:21,6.9,0.039,0.609,14:04:21,0.471,1.072,0.87,0.509,120.043,11.9,14:04:21,6.9,0.039,0.609,14:04:21,0.471,1.072,0.87,0.509,6.9,0.039,0.609,14:04:21,0.471,0,0,0.076,0.039,0.115,1
16696,7/28/2016,14:10:00,120.366,11.95,14:08:25,6.43,0.042,0.612,14:08:25,0.501,1.033,0.85,0.527,120.366,11.95,14:08:25,6.43,0.042,0.612,14:08:25,0.501,1.033,0.85,0.527,120.366,11.95,14:08:25,6.43,0.042,0.612,14:08:25,0.501,1.033,0.85,0.527,6.43,0.042,0.612,14:08:25,0.501,0,0.004,0.072,0.042,0.118,1
16697,7/28/2016,14:15:00,120.684,11.96,14:12:23,6.73,0.041,0.635,14:12:23,0.487,1.064,0.86,0.522,120.684,11.96,14:12:23,6.73,0.041,0.635,14:12:23,0.487,1.064,0.86,0.522,120.684,11.96,14:12:23,6.73,0.041,0.635,14:12:23,0.487,1.064,0.86,0.522,6.73,0.041,0.635,14:12:23,0.487,0,0.002,0.075,0.041,0.118,1
16698,7/28/2016,14:20:00,120.669,11.94,14:17:56,6.99,0.039,0.947,14:17:56,0.47,1.088,0.87,0.514,120.669,11.94,14:17:56,6.99,0.039,0.947,14:17:56,0.47,1.088,0.87,0.514,120.669,11.94,14:17:56,6.99,0.039,0.947,14:17:56,0.47,1.088,0.87,0.514,6.99,0.039,0.947,14:17:56,0.47,0,0,0.077,0.039,0.116,1
16699,7/28/2016,14:25:00,120.806,12.03,14:23:34,6.34,0.042,1.345,14:23:34,0.507,1.03,0.85,0.534,120.806,12.03,14:23:34,6.34,0.042,1.345,14:23:34,0.507,1.03,0.85,0.534,120.806,12.03,14:23:34,6.34,0.042,1.345,14:23:34,0.507,1.03,0.85,0.534,6.34,0.042,1.345,14:23:34,0.507,0,0.005,0.071,0.042,0.118,1
16700,7/28/2016,14:30:00,121.467,12.01,14:29:16,6.17,0.043,1.069,14:29:16,0.522,1.021,0.84,0.548,121.467,12.01,14:29:16,6.17,0.043,1.069,14:29:16,0.522,1.021,0.84,0.548,121.467,12.01,14:29:16,6.17,0.043,1.069,14:29:16,0.522,1.021,0.84,0.548,6.17,0.043,1.069,14:29:16,0.522,0,0.007,0.069,0.043,0.119,1
16701,7/28/2016,14:35:00,121.386,12.02,14:34:51,6.16,0.044,0.802,14:34:51,0.523,1.019,0.83,0.547,121.386,12.02,14:34:51,6.16,0.044,0.802,14:34:51,0.523,1.019,0.83,0.547,121.386,12.02,14:34:51,6.16,0.044,0.802,14:34:51,0.523,1.019,0.83,0.547,6.16,0.044,0.802,14:34:51,0.523,0,0.007,0.069,0.044,0.12,1
16702,7/28/2016,14:40:00,121.338,12.02,14:36:35,6.35,0.043,0.619,14:36:35,0.515,1.037,0.84,0.54,121.338,12.02,14:36:35,6.35,0.043,0.619,14:36:35,0.515,1.037,0.84,0.54,121.338,12.02,14:36:35,6.35,0.043,0.619,14:36:35,0.515,1.037,0.84,0.54,6.35,0.043,0.619,14:36:35,0.515,0,0.006,0.071,0.043,0.12,1
16703,7/28/2016,14:45:00,121.267,12.02,14:44:12,6.85,0.04,0.618,14:44:12,0.485,1.082,0.87,0.525,121.267,12.02,14:44:12,6.85,0.04,0.618,14:44:12,0.485,1.082,0.87,0.525,121.267,12.02,14:44:12,6.85,0.04,0.618,14:44:12,0.485,1.082,0.87,0.525,6.85,0.04,0.618,14:44:12,0.485,0,0.002,0.076,0.04,0.118,1
16704,7/28/2016,14:50:00,121.277,12.01,14:47:42,6.9,0.04,0.614,14:47:42,0.478,1.087,0.87,0.523,121.277,12.01,14:47:42,6.9,0.04,0.614,14:47:42,0.478,1.087,0.87,0.523,121.277,12.01,14:47:42,6.9,0.04,0.614,14:47:42,0.478,1.087,0.87,0.523,6.9,0.04,0.614,14:47:42,0.478,0,0,0.077,0.04,0.117,1
16705,7/28/2016,14:55:00,121.212,12,14:50:50,7.52,0.037,0.611,14:50:50,0.443,1.143,0.89,0.504,121.212,12,14:50:50,7.52,0.037,0.611,14:50:50,0.443,1.143,0.89,0.504,121.212,12,14:50:50,7.52,0.037,0.611,14:50:50,0.443,1.143,0.89,0.504,7.52,0.037,0.611,14:50:50,0.443,0,0,0.083,0.037,0.12,1
16706,7/28/2016,15:00:00,121.341,12.03,14:59:32,7.22,0.039,0.616,14:59:32,0.465,1.118,0.88,0.514,121.341,12.03,14:59:32,7.22,0.039,0.616,14:59:32,0.465,1.118,0.88,0.514,121.341,12.03,14:59:32,7.22,0.039,0.616,14:59:32,0.465,1.118,0.88,0.514,7.22,0.039,0.616,14:59:32,0.465,0,0,0.08,0.039,0.119,1
16707,7/28/2016,15:05:00,121.611,12.04,15:00:21,7.8,0.036,0.617,15:00:21,0.431,1.174,0.9,0.501,121.611,12.04,15:00:21,7.8,0.036,0.617,15:00:21,0.431,1.174,0.9,0.501,121.611,12.04,15:00:21,7.8,0.036,0.617,15:00:21,0.431,1.174,0.9,0.501,7.8,0.036,0.617,15:00:21,0.431,0,0,0.086,0.036,0.122,1
16708,7/28/2016,15:10:00,121.425,12.03,15:08:04,6.92,0.04,0.615,15:08:04,0.48,1.091,0.87,0.525,121.425,12.03,15:08:04,6.92,0.04,0.615,15:08:04,0.48,1.091,0.87,0.525,121.425,12.03,15:08:04,6.92,0.04,0.615,15:08:04,0.48,1.091,0.87,0.525,6.92,0.04,0.615,15:08:04,0.48,0,0,0.077,0.04,0.117,1
16709,7/28/2016,15:15:00,121.311,12.02,15:11:22,6.98,0.04,0.617,15:11:22,0.477,1.094,0.87,0.521,121.311,12.02,15:11:22,6.98,0.04,0.617,15:11:22,0.477,1.094,0.87,0.521,121.311,12.02,15:11:22,6.98,0.04,0.617,15:11:22,0.477,1.094,0.87,0.521,6.98,0.04,0.617,15:11:22,0.477,0,0,0.077,0.04,0.117,1
16710,7/28/2016,15:20:00,121.283,12,15:17:02,6.56,0.042,0.613,15:17:02,0.498,1.055,0.85,0.533,121.283,12,15:17:02,6.56,0.042,0.613,15:17:02,0.498,1.055,0.85,0.533,121.283,12,15:17:02,6.56,0.042,0.613,15:17:02,0.498,1.055,0.85,0.533,6.56,0.042,0.613,15:17:02,0.498,0,0.004,0.073,0.042,0.119,1
16711,7/28/2016,15:25:00,121.288,12.01,15:23:22,8.16,0.034,0.614,15:23:22,0.41,1.204,0.91,0.486,121.288,12.01,15:23:22,8.16,0.034,0.614,15:23:22,0.41,1.204,0.91,0.486,121.288,12.01,15:23:22,8.16,0.034,0.614,15:23:22,0.41,1.204,0.91,0.486,8.16,0.034,0.614,15:23:22,0.41,0,0,0.089,0.034,0.123,1
16712,7/28/2016,15:30:00,121.349,12.03,15:29:51,7.61,0.037,0.616,15:29:51,0.444,1.155,0.89,0.503,121.349,12.03,15:29:51,7.61,0.037,0.616,15:29:51,0.444,1.155,0.89,0.503,121.349,12.03,15:29:51,7.61,0.037,0.616,15:29:51,0.444,1.155,0.89,0.503,7.61,0.037,0.616,15:29:51,0.444,0,0,0.084,0.037,0.121,1
16713,7/28/2016,15:35:00,121.363,12.03,15:30:00,8.35,0.034,0.616,15:30:00,0.404,1.225,0.92,0.481,121.363,12.03,15:30:00,8.35,0.034,0.616,15:30:00,0.404,1.225,0.92,0.481,121.363,12.03,15:30:00,8.35,0.034,0.616,15:30:00,0.404,1.225,0.92,0.481,8.35,0.034,0.616,15:30:00,0.404,0,0,0.092,0.034,0.126,1
16714,7/28/2016,15:40:00,121.455,12.05,15:35:23,7.45,0.038,0.619,15:35:23,0.456,1.142,0.89,0.509,121.455,12.05,15:35:23,7.45,0.038,0.619,15:35:23,0.456,1.142,0.89,0.509,121.455,12.05,15:35:23,7.45,0.038,0.619,15:35:23,0.456,1.142,0.89,0.509,7.45,0.038,0.619,15:35:23,0.456,0,0,0.082,0.038,0.12,1
16715,7/28/2016,15:45:00,121.676,12.06,15:42:09,7.17,0.039,0.62,15:42:09,0.472,1.118,0.88,0.521,121.676,12.06,15:42:09,7.17,0.039,0.62,15:42:09,0.472,1.118,0.88,0.521,121.676,12.06,15:42:09,7.17,0.039,0.62,15:42:09,0.472,1.118,0.88,0.521,7.17,0.039,0.62,15:42:09,0.472,0,0,0.08,0.039,0.119,1
16716,7/28/2016,15:50:00,121.543,12.05,15:48:23,6.96,0.04,0.629,15:48:23,0.485,1.096,0.87,0.525,121.543,12.05,15:48:23,6.96,0.04,0.629,15:48:23,0.485,1.096,0.87,0.525,121.543,12.05,15:48:23,6.96,0.04,0.629,15:48:23,0.485,1.096,0.87,0.525,6.96,0.04,0.629,15:48:23,0.485,0,0,0.077,0.04,0.117,1
